	06:47 PM 08/06/2023
Dataset directory: ../../../xlsx_resources/for_trainings/Book5.xlsx
Scheduled Learning: True
Learning rate: 0.0002
Min learning rate 1e-06
Dropout: 0.1
Weight decay: 0.0001
Patience: 16
Number of running epochs: 4000
Validate after every 20th epoch
MSE Reduction: mean
Train-Validation-Test ratio: 0.65-0.2-0.15
Number of train - validation - test samples: 1428 - 439 - 332
Train batch size: 18
Validation batch size: 4
Max length token: 256
Model name: bert-base-uncased
Running log location: saved_logs/bert_based_uncased_run_logs/running_iteration_7.txt
Model location: saved_models/bert_based_uncased_models_iteration_7/
_______________________________________________________________________________________

Epoch [122/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [123/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [124/4000] Average train Loss: 0.1491	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [125/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [126/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [127/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [128/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [129/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [130/4000] Average train Loss: 0.1493	Average RMSE: 0.0004	Average MAE: 0.3631	Learning rate: 1e-06
Epoch [131/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [132/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [133/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [134/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [135/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [136/4000] Average train Loss: 0.1491	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [137/4000] Average train Loss: 0.1491	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [138/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [139/4000] Average train Loss: 0.1491	Average RMSE: 0.0004	Average MAE: 0.3628	Learning rate: 1e-06
Epoch [140/4000] Average validation Loss: 0.1460	Average RMSE: 0.0004	Average MAE: 0.3598	Learning rate: 1e-06
Epoch [141/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [142/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [143/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [144/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [145/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [146/4000] Average train Loss: 0.1491	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [147/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [148/4000] Average train Loss: 0.1491	Average RMSE: 0.0004	Average MAE: 0.3628	Learning rate: 1e-06
Epoch [149/4000] Average train Loss: 0.1491	Average RMSE: 0.0004	Average MAE: 0.3628	Learning rate: 1e-06
Epoch [150/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [151/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [152/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [153/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [154/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [155/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [156/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [157/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [158/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [159/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3629	Learning rate: 1e-06
Epoch [160/4000] Average validation Loss: 0.1460	Average RMSE: 0.0004	Average MAE: 0.3598	Learning rate: 1e-06
Epoch [161/4000] Average train Loss: 0.1493	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
Epoch [162/4000] Average train Loss: 0.1492	Average RMSE: 0.0004	Average MAE: 0.3630	Learning rate: 1e-06
